RIB,Amount,Expiration_date,Verification_code,Card_type,Account_type,Id_client
5893604512,1767.96 dhs,5/2030,800,Mastercard,Courant,250082
8382759477,8406.54 dhs,9/2024,471,Mastercard,Epargne,575846
0178403466,1854.13 dhs,12/2029,045,American Express,Epargne,958811
7323350470,2301.94 dhs,9/2023,549,Visa,Epargne,645528
8560395070,2866.93 dhs,6/2028,376,Mastercard,CourantEpargne,488582
8180898550,5961.91 dhs,1/2029,304,American Express,Epargne,318442
6387471055,603.58 dhs,7/2030,976,Mastercard,CourantEpargne,965920
2165669214,7105.08 dhs,6/2029,601,Mastercard,CourantEpargne,326339
1076223775,4001.97 dhs,5/2027,666,Mastercard,Epargne,322281
6274293961,9460.16 dhs,7/2027,370,Mastercard,Courant,404897
6610123278,2558.67 dhs,1/2027,344,Mastercard,CourantEpargne,151808
4940305393,2619.93 dhs,5/2023,679,Mastercard,CourantEpargne,483781
1243106052,3361.21 dhs,11/2028,183,Visa,CourantEpargne,511205
2373485189,2573.85 dhs,12/2027,741,American Express,Courant,873703
7142629533,1822.03 dhs,5/2030,417,Visa,CourantEpargne,624045
5852227179,665.81 dhs,8/2026,205,Mastercard,Epargne,767159
8670807385,6706.03 dhs,12/2024,447,American Express,Courant,909787
0965843245,3089.71 dhs,12/2030,654,Visa,Epargne,994545
5130095164,5960.49 dhs,7/2025,558,Visa,Epargne,115625
4402902869,9945.66 dhs,3/2024,201,Mastercard,Epargne,233617
0953520414,2714.16 dhs,5/2027,251,Mastercard,Courant,156209
9214864705,1402.6 dhs,8/2027,743,Mastercard,Courant,358873
9681402736,4660.81 dhs,10/2029,408,Visa,CourantEpargne,438136
1289898927,2268.3 dhs,3/2026,048,Visa,CourantEpargne,170885
7177143533,4954.6 dhs,4/2023,096,American Express,CourantEpargne,14394
9279654299,6267.76 dhs,1/2027,596,Mastercard,Epargne,113926
2253408861,5907.91 dhs,10/2029,413,American Express,Epargne,647393
6180098370,5307.91 dhs,4/2029,996,Visa,CourantEpargne,407983
8903799880,7900.64 dhs,4/2027,532,Visa,Courant,818821
1686261580,8926.87 dhs,10/2025,944,American Express,Courant,408154
5386288209,1943.06 dhs,7/2027,224,Mastercard,CourantEpargne,799486
3891297824,5391.06 dhs,10/2024,904,Visa,Courant,195903
1676268051,259.02 dhs,8/2028,348,American Express,Courant,903793
6334642997,6887.58 dhs,1/2024,058,Visa,Epargne,379671
2536567003,5946.75 dhs,7/2026,098,Mastercard,Epargne,233185
3449736576,153.56 dhs,4/2029,476,Visa,Courant,764683
3781802139,4943.55 dhs,5/2025,538,American Express,CourantEpargne,848401
8063227802,7149.07 dhs,4/2030,500,American Express,CourantEpargne,855477
1008276469,7786.26 dhs,7/2027,844,Visa,CourantEpargne,592921
3382346902,476.14 dhs,1/2028,617,Mastercard,CourantEpargne,472316
5389906844,7212.82 dhs,3/2026,999,Visa,CourantEpargne,602480
7301060737,2585.51 dhs,9/2025,238,Mastercard,CourantEpargne,404462
6733428997,6789.17 dhs,12/2025,816,Mastercard,CourantEpargne,808568
5299467740,7522.84 dhs,5/2023,550,Mastercard,CourantEpargne,486609
6776691315,4752.75 dhs,7/2023,117,Visa,CourantEpargne,607845
1045267859,3652.37 dhs,7/2029,733,American Express,Epargne,81359
9384284266,9292.34 dhs,6/2025,052,Mastercard,CourantEpargne,687700
3315607901,6742.39 dhs,8/2026,929,American Express,CourantEpargne,838701
0783463224,4251.88 dhs,2/2025,757,American Express,CourantEpargne,331805
0702250258,6508.5 dhs,4/2027,801,American Express,CourantEpargne,130138
5579203335,4079.12 dhs,7/2025,825,American Express,Courant,694435
7435748273,537.04 dhs,6/2025,240,Visa,CourantEpargne,687731
7339034658,9643.21 dhs,5/2024,162,American Express,CourantEpargne,30915
3493366718,6229.16 dhs,12/2024,287,American Express,CourantEpargne,791268
3734706625,5428.02 dhs,10/2023,778,Visa,Courant,383202
6638215246,4241.79 dhs,3/2025,786,Visa,Courant,209090
8119231876,3506.84 dhs,6/2029,201,American Express,CourantEpargne,365179
5714644651,1729.51 dhs,8/2025,288,Visa,CourantEpargne,48416
7858507767,3110.7 dhs,7/2025,226,Visa,CourantEpargne,77537
0182345131,324.54 dhs,12/2027,067,American Express,Epargne,184717
9807761790,3240.49 dhs,2/2027,769,American Express,CourantEpargne,721806
1501577178,9713.83 dhs,10/2026,855,Visa,Courant,898346
0005395883,6800.0 dhs,7/2028,599,American Express,Courant,199612
6732337409,1358.5 dhs,1/2030,008,Visa,CourantEpargne,675531
0894584973,7289.04 dhs,4/2023,815,American Express,CourantEpargne,319393
6392236886,268.37 dhs,5/2024,696,Mastercard,Epargne,649839
5477582291,4343.27 dhs,12/2030,418,Mastercard,CourantEpargne,534787
8403631916,9851.21 dhs,11/2028,570,Visa,CourantEpargne,677283
1083101449,3623.98 dhs,3/2028,499,Visa,CourantEpargne,103498
2024679916,3676.82 dhs,12/2027,155,Mastercard,CourantEpargne,371996
6439371669,1757.59 dhs,2/2029,894,Visa,CourantEpargne,878217
8453875707,1792.69 dhs,3/2030,889,American Express,Epargne,450278
7172888575,3392.54 dhs,6/2027,784,Visa,Epargne,169688
4157620236,2587.94 dhs,5/2029,852,Visa,CourantEpargne,517518
0225453787,166.72 dhs,4/2027,423,American Express,CourantEpargne,651402
1597170161,3861.38 dhs,2/2025,940,Visa,CourantEpargne,310546
9354484057,624.23 dhs,12/2024,630,American Express,Epargne,243494
4455958801,3887.97 dhs,6/2026,753,Visa,Epargne,841578
7389165393,1940.17 dhs,7/2025,022,Visa,Courant,900740
7191023504,5633.81 dhs,10/2028,273,Visa,Courant,50961
3698593782,3120.69 dhs,9/2029,896,Visa,Epargne,384282
3945472486,8704.83 dhs,9/2023,014,Mastercard,Epargne,187660
8753224823,1470.05 dhs,9/2026,745,Mastercard,CourantEpargne,931663
8890244773,4423.19 dhs,5/2026,252,American Express,Courant,231323
7786686717,5511.72 dhs,1/2025,958,Visa,Epargne,382879
8672328607,6504.82 dhs,8/2023,168,American Express,CourantEpargne,492435
5952689242,6120.71 dhs,3/2025,422,Mastercard,Epargne,287354
3804850639,4229.74 dhs,2/2026,670,Mastercard,Epargne,436004
1782872090,7454.12 dhs,3/2028,392,Mastercard,Epargne,306650
5922570769,2460.43 dhs,6/2030,069,American Express,CourantEpargne,545224
8511572405,1942.97 dhs,1/2028,303,Visa,CourantEpargne,534656
6845919058,7426.54 dhs,10/2028,021,American Express,CourantEpargne,834464
3503872598,5978.93 dhs,3/2029,116,Mastercard,Courant,665229
7711470762,2777.74 dhs,8/2030,751,Mastercard,Epargne,353358
9271194533,9932.93 dhs,3/2029,578,Mastercard,CourantEpargne,150380
2332093315,1036.63 dhs,5/2029,567,American Express,Epargne,280219
0438682527,5340.98 dhs,8/2027,728,Visa,CourantEpargne,775695
1538344233,923.06 dhs,4/2023,677,Visa,Courant,57289
4787999041,1776.51 dhs,8/2028,325,Mastercard,Courant,539286
5407909804,9685.61 dhs,7/2024,722,Mastercard,CourantEpargne,55979
8236091702,1714.68 dhs,4/2029,009,Mastercard,CourantEpargne,203803
7090039694,6239.87 dhs,11/2025,911,American Express,Epargne,780479
6103349049,1731.24 dhs,10/2029,850,Mastercard,Epargne,8587
9751369618,663.18 dhs,5/2024,448,American Express,Courant,962355
4519131399,5249.49 dhs,10/2030,109,American Express,Courant,798527
0692420657,5865.06 dhs,7/2027,788,Visa,Courant,876392
8059500701,8160.45 dhs,8/2025,364,Mastercard,Epargne,630493
0483834594,9643.19 dhs,5/2030,078,Visa,CourantEpargne,842807
2384874436,2402.0 dhs,7/2026,008,American Express,Epargne,683274
8558260170,1118.86 dhs,7/2024,926,Visa,CourantEpargne,405144
3630722180,9902.59 dhs,4/2025,436,Visa,CourantEpargne,74804
6281546976,9692.55 dhs,6/2027,260,Mastercard,Epargne,248307
3015715937,9164.4 dhs,8/2029,063,Mastercard,Courant,295360
0915945555,3693.6 dhs,7/2030,727,Visa,Courant,622243
0728911515,5204.7 dhs,7/2024,355,American Express,Courant,964827
6741120608,9331.37 dhs,11/2023,602,American Express,Epargne,482421
9870810490,3420.2 dhs,11/2026,869,Mastercard,Epargne,488148
8137602936,879.93 dhs,8/2030,717,Mastercard,Epargne,82501
8862994097,9525.25 dhs,10/2023,268,Visa,CourantEpargne,536862
2995433743,7232.74 dhs,9/2026,653,American Express,CourantEpargne,755566
0178678517,1253.36 dhs,12/2026,060,American Express,Courant,815280
0741561773,6158.75 dhs,8/2030,770,Mastercard,Courant,13142
7849777562,1245.64 dhs,1/2027,009,Mastercard,CourantEpargne,514262
0064989755,2041.28 dhs,2/2030,357,American Express,Epargne,936574
1221384840,297.61 dhs,4/2026,715,Visa,CourantEpargne,856258
4793455708,683.75 dhs,12/2026,387,Mastercard,Courant,426969
1252237829,3804.26 dhs,2/2024,948,Visa,Epargne,180648
5886370192,9977.12 dhs,2/2027,718,American Express,Epargne,248629
1185623955,4712.99 dhs,7/2029,958,American Express,Epargne,628094
6845819746,5651.38 dhs,2/2023,250,Mastercard,Epargne,111915
3414209388,7692.08 dhs,4/2025,060,Visa,Epargne,933124
3971927559,9924.18 dhs,7/2023,586,Mastercard,CourantEpargne,718068
7638574105,559.12 dhs,4/2030,288,American Express,Courant,965913
5589159938,397.14 dhs,11/2025,264,American Express,Courant,116514
7758497748,8929.74 dhs,10/2025,913,Visa,Epargne,3549
1394050555,8862.61 dhs,11/2028,396,Visa,CourantEpargne,654054
3157662830,3240.57 dhs,12/2029,868,Mastercard,Courant,713578
5195196022,1868.58 dhs,4/2023,020,American Express,CourantEpargne,358873
7488215582,6865.62 dhs,2/2024,078,Mastercard,CourantEpargne,757791
5482785293,9310.22 dhs,12/2029,040,Visa,Courant,803150
0843818601,9575.92 dhs,11/2026,040,Mastercard,CourantEpargne,174434
1169411580,4565.36 dhs,12/2030,169,Mastercard,Courant,161101
4586368397,2150.08 dhs,9/2030,675,Mastercard,Epargne,878798
0663893749,3554.1 dhs,11/2023,649,Visa,Courant,746264
5074064287,3499.89 dhs,5/2025,083,American Express,Courant,57384
6275416888,5462.51 dhs,5/2027,381,American Express,Courant,999387
9892486988,2711.99 dhs,6/2027,703,Mastercard,Courant,484797
6941241398,3134.25 dhs,10/2030,309,American Express,Epargne,208465
7854703700,55.63 dhs,11/2027,391,Visa,Epargne,527161
0805123472,4440.85 dhs,8/2025,000,American Express,Courant,439076
1751372546,5193.58 dhs,10/2023,772,Mastercard,CourantEpargne,363403
1622350784,4958.32 dhs,1/2024,615,American Express,CourantEpargne,700531
3754237428,2683.81 dhs,9/2028,260,Mastercard,CourantEpargne,482837
4171274334,7386.83 dhs,2/2030,520,Visa,CourantEpargne,622892
9749206893,6174.55 dhs,9/2025,868,Mastercard,Epargne,371376
8565206212,600.87 dhs,4/2023,097,Visa,Epargne,652955
1361300295,7988.1 dhs,6/2029,733,Mastercard,Courant,484281
0814643255,1067.76 dhs,10/2025,469,American Express,Epargne,42085
7760704939,6589.41 dhs,4/2027,745,American Express,CourantEpargne,867297
2118835653,3983.57 dhs,9/2026,695,Visa,Courant,66262
6210811668,8133.94 dhs,4/2024,443,Mastercard,CourantEpargne,184473
3723792994,2073.51 dhs,11/2028,402,American Express,Courant,873078
6989070651,1911.34 dhs,1/2027,522,Mastercard,CourantEpargne,916912
3693942250,4307.21 dhs,7/2025,186,Mastercard,Epargne,945465
9960551134,5560.63 dhs,8/2029,497,American Express,Epargne,630901
0383635834,1420.8 dhs,11/2028,583,Mastercard,Courant,519208
7990082429,3699.96 dhs,9/2029,850,Visa,Courant,241360
6019022812,1608.54 dhs,3/2023,160,American Express,Epargne,257115
7173248259,4276.83 dhs,3/2026,840,Mastercard,CourantEpargne,643778
8794752615,6888.29 dhs,1/2026,523,Mastercard,Epargne,780122
8498859402,4191.4 dhs,9/2030,755,Mastercard,CourantEpargne,758811
5490077949,819.89 dhs,10/2024,314,American Express,CourantEpargne,592676
3771301060,8164.66 dhs,5/2029,711,Mastercard,Epargne,901722
2656387061,1410.26 dhs,7/2023,846,Visa,Courant,635148
8658855642,1988.76 dhs,8/2029,147,Mastercard,Epargne,721548
5242540580,2534.5 dhs,1/2030,214,Visa,Courant,297727
3028976902,3235.88 dhs,5/2027,808,American Express,Courant,338075
3749731554,1464.67 dhs,5/2023,611,Mastercard,Courant,566630
1476716857,1875.31 dhs,11/2025,144,Mastercard,CourantEpargne,740040
8748572154,5350.21 dhs,5/2030,917,Mastercard,CourantEpargne,861912
8530624633,4035.39 dhs,10/2030,463,Visa,CourantEpargne,488375
3164418426,742.63 dhs,3/2023,065,Mastercard,Epargne,938298
2917154420,1652.74 dhs,2/2023,881,American Express,Epargne,758779
5021170031,2954.61 dhs,6/2024,061,American Express,Courant,909308
0064441211,2792.64 dhs,9/2025,028,Mastercard,Epargne,102864
5717781315,5452.0 dhs,4/2025,453,American Express,Courant,298423
1418669034,636.4 dhs,2/2029,235,Visa,CourantEpargne,949965
8360987281,3999.26 dhs,11/2030,409,Visa,Epargne,706113
6147603178,550.5 dhs,4/2026,524,American Express,Courant,929972
0857630741,4348.16 dhs,11/2023,258,Mastercard,Courant,657171
6525623669,9282.94 dhs,11/2030,069,American Express,Epargne,980965
3586628806,4263.05 dhs,4/2029,969,Mastercard,Courant,2001
3505066214,8951.67 dhs,9/2028,549,Mastercard,Epargne,105474
1719135306,8218.78 dhs,7/2024,260,Mastercard,CourantEpargne,382602
2726901536,4995.09 dhs,3/2023,324,Mastercard,Courant,53528
6418851203,2022.69 dhs,11/2027,575,Mastercard,CourantEpargne,309588
7658321863,9209.39 dhs,6/2028,598,Mastercard,Epargne,794485
3275509366,9552.33 dhs,12/2029,094,Visa,Courant,24303
9830695568,6042.41 dhs,5/2029,573,Mastercard,CourantEpargne,780479
4293002837,1665.6 dhs,12/2023,777,American Express,CourantEpargne,989659
1462147013,8666.66 dhs,4/2028,385,Mastercard,Courant,555455
1480684279,2754.14 dhs,7/2029,898,Mastercard,Epargne,562333
7183931183,5629.59 dhs,2/2029,295,Visa,Courant,848078
0232930880,2457.75 dhs,7/2024,865,American Express,CourantEpargne,260413
1083873755,9359.83 dhs,8/2024,538,American Express,CourantEpargne,690274
5758974134,5478.5 dhs,9/2024,495,Visa,CourantEpargne,320399
2111251648,4850.73 dhs,9/2023,028,Mastercard,Epargne,643852
8988101889,3024.28 dhs,8/2030,669,American Express,Courant,446956
9016853288,1136.43 dhs,10/2024,591,Mastercard,Epargne,584490
3726031859,1373.73 dhs,1/2024,984,American Express,Courant,246565
7723111963,3348.24 dhs,8/2029,734,Mastercard,Epargne,99582
0389988044,15.52 dhs,4/2028,264,American Express,Courant,671086
5388086025,3849.52 dhs,7/2026,726,Mastercard,Epargne,259386
4212332403,5128.6 dhs,6/2029,018,Mastercard,Courant,188140
5367682433,6689.84 dhs,10/2024,695,Mastercard,CourantEpargne,352405
2193948802,7410.36 dhs,10/2024,149,Mastercard,CourantEpargne,149980
9431841985,2520.27 dhs,9/2029,493,Mastercard,Courant,327319
5774167758,5561.13 dhs,1/2025,151,American Express,Courant,892566
2326661637,696.17 dhs,3/2023,693,Mastercard,Courant,977633
7487275529,24.67 dhs,6/2026,051,Visa,Courant,909612
4433869389,544.25 dhs,3/2027,373,American Express,Courant,918392
7355517452,1487.13 dhs,7/2027,921,Mastercard,Epargne,406115
0201078728,6191.93 dhs,5/2025,277,American Express,Epargne,142279
4707646759,5597.54 dhs,12/2029,570,American Express,CourantEpargne,875156
4466185860,355.11 dhs,8/2023,001,Visa,Courant,453275
5458421428,7749.51 dhs,5/2028,955,American Express,Courant,20921
1112295079,9086.92 dhs,9/2027,284,Visa,Epargne,539685
0778763607,4234.67 dhs,2/2028,807,Visa,CourantEpargne,686699
2857637234,6448.84 dhs,1/2030,051,American Express,Epargne,534958
8435530360,9890.97 dhs,4/2026,727,American Express,Epargne,157103
4664063262,5665.56 dhs,2/2030,373,American Express,Epargne,408022
9102227845,675.55 dhs,10/2023,623,Mastercard,Courant,693124
0955103891,7764.53 dhs,6/2027,290,Visa,Courant,786660
4224758339,382.49 dhs,1/2029,266,Visa,CourantEpargne,882571
7960471134,2307.22 dhs,3/2027,349,Mastercard,Courant,34629
5200680266,4836.72 dhs,12/2026,471,Visa,Epargne,113607
9667051150,1709.04 dhs,2/2026,459,American Express,Epargne,285497
1645454450,2389.23 dhs,12/2029,473,Visa,CourantEpargne,422534
6699113991,1055.56 dhs,4/2026,266,Mastercard,Epargne,777597
3050972773,4440.45 dhs,8/2026,083,American Express,CourantEpargne,426263
9539683971,9645.34 dhs,4/2024,880,Mastercard,Courant,289207
0370861968,6416.39 dhs,5/2024,389,Visa,Courant,67205
9440395862,7203.33 dhs,8/2027,486,American Express,CourantEpargne,583005
1352002905,606.29 dhs,5/2025,433,Mastercard,Epargne,17341
4643220031,4942.83 dhs,10/2029,307,Visa,CourantEpargne,66052
9261419550,4729.97 dhs,8/2029,354,American Express,CourantEpargne,724016
7600389573,465.45 dhs,11/2024,131,Visa,Epargne,596447
6044356376,6502.12 dhs,2/2028,303,Visa,CourantEpargne,444151
3997473280,9036.91 dhs,4/2028,027,Mastercard,Courant,325802
6858038564,1816.56 dhs,5/2025,791,Visa,Epargne,640480
5142192293,5934.82 dhs,10/2025,145,Mastercard,Courant,34842
1398532598,1880.52 dhs,12/2029,476,American Express,CourantEpargne,759024
7260579376,8864.19 dhs,2/2028,359,American Express,CourantEpargne,455085
2136888265,9667.2 dhs,5/2030,427,Mastercard,CourantEpargne,249607
6950024691,2979.26 dhs,9/2023,032,Mastercard,Epargne,106160
5582881395,7803.8 dhs,12/2024,805,Mastercard,Epargne,785593
7397584016,1217.67 dhs,9/2026,983,Visa,Courant,580957
8866032885,4326.09 dhs,1/2026,890,Visa,CourantEpargne,319342
3218744536,200.3 dhs,1/2030,278,American Express,CourantEpargne,846518
5249520803,2018.87 dhs,1/2027,777,American Express,CourantEpargne,924685
1606785209,6242.14 dhs,9/2025,393,Visa,Courant,871123
1414073970,1172.44 dhs,1/2024,233,Visa,Courant,802570
4451068071,5823.37 dhs,1/2030,497,American Express,CourantEpargne,651177
4601524280,9965.31 dhs,2/2026,130,American Express,Epargne,273137
1335173284,8208.53 dhs,3/2028,253,Mastercard,Courant,573280
8207285217,9690.92 dhs,2/2027,436,Visa,Courant,903793
3802100594,3178.06 dhs,12/2025,328,American Express,CourantEpargne,90608
4221739950,1652.39 dhs,5/2026,293,Visa,Epargne,458071
5944067857,3017.89 dhs,11/2027,566,Visa,Epargne,101092
5896330609,3233.26 dhs,1/2030,954,Mastercard,Courant,317402
0481663087,4097.05 dhs,5/2023,090,Visa,Epargne,131726
4580738156,7005.8 dhs,5/2024,657,Mastercard,Courant,340454
9925600762,4366.73 dhs,8/2028,432,Visa,Epargne,832599
2567217808,5191.47 dhs,10/2030,004,Visa,Epargne,206424
8888262687,7446.09 dhs,11/2029,078,American Express,CourantEpargne,59656
8095758157,8708.47 dhs,9/2023,029,Visa,Epargne,801194
5804358665,3742.6 dhs,6/2030,790,American Express,Epargne,990303
4568707474,5701.93 dhs,1/2029,183,Visa,CourantEpargne,343067
7503173273,3264.91 dhs,9/2027,912,Mastercard,Epargne,274413
5510572470,6328.63 dhs,3/2028,999,Mastercard,CourantEpargne,616012
0099768281,3093.62 dhs,5/2028,344,American Express,Courant,734365
9244876899,1866.17 dhs,4/2024,132,Mastercard,Epargne,218538
9371517113,806.87 dhs,5/2025,910,Visa,Courant,367135
7187586958,4644.37 dhs,9/2024,609,Mastercard,CourantEpargne,126906
2977854394,8852.39 dhs,6/2023,487,Mastercard,Epargne,92461
1243835523,8355.97 dhs,2/2023,806,American Express,Epargne,643852
3931468156,2240.41 dhs,6/2025,454,Visa,CourantEpargne,935202
8625282653,2483.75 dhs,1/2028,610,Visa,Epargne,151808
0535477549,8607.3 dhs,8/2027,561,American Express,Epargne,51886
2640949901,3337.61 dhs,7/2026,097,Mastercard,Epargne,195903
6410121909,382.05 dhs,3/2030,276,American Express,CourantEpargne,814050
5801504512,5407.18 dhs,2/2024,118,American Express,Epargne,211992
1502357511,6879.39 dhs,8/2024,618,Mastercard,Epargne,151398
8982727147,3625.05 dhs,10/2028,112,Mastercard,Epargne,105827
9164835079,6301.13 dhs,12/2024,934,American Express,Epargne,995756
1892279613,5467.65 dhs,4/2026,994,American Express,Epargne,885739
4872790456,2570.5 dhs,3/2023,726,Visa,Epargne,386037
1445780966,2530.99 dhs,2/2025,328,Mastercard,CourantEpargne,573290
5338300591,6409.17 dhs,2/2025,183,American Express,CourantEpargne,960535
2884766781,5464.41 dhs,6/2029,490,Visa,Courant,838256
5594495993,4272.3 dhs,11/2023,155,Mastercard,CourantEpargne,495624
8217426093,306.67 dhs,3/2025,374,American Express,CourantEpargne,899604
2971774734,8299.25 dhs,8/2027,742,Mastercard,Courant,943385
4668931325,6836.02 dhs,6/2030,706,Visa,CourantEpargne,519815
9030785477,9804.67 dhs,1/2027,887,Mastercard,Epargne,289071
1620404656,9337.72 dhs,2/2024,789,Visa,CourantEpargne,108651
6624060794,3020.29 dhs,2/2026,605,Visa,Epargne,492435
6521588935,1829.6 dhs,4/2029,206,Mastercard,Courant,566095
8440784920,4106.74 dhs,9/2028,174,Mastercard,CourantEpargne,567492
4195753812,6894.85 dhs,3/2025,552,Mastercard,Courant,957972
2813740534,9850.43 dhs,1/2025,101,American Express,CourantEpargne,381845
0847195878,9552.04 dhs,2/2030,996,Mastercard,Epargne,467524
3942796220,9900.66 dhs,2/2025,160,Visa,Epargne,147099
0410556825,3966.21 dhs,3/2027,439,American Express,CourantEpargne,379075
8542812590,7603.68 dhs,6/2025,795,Visa,Epargne,983514
3783015957,7970.5 dhs,12/2026,980,Visa,Courant,919200
5226957508,2188.66 dhs,12/2025,239,Visa,CourantEpargne,676664
8182060877,620.87 dhs,7/2026,043,Mastercard,CourantEpargne,824474
6093142283,840.8 dhs,2/2025,726,Mastercard,Courant,377744
0225101663,5759.43 dhs,7/2028,367,Mastercard,CourantEpargne,60488
5795138529,6220.13 dhs,7/2027,903,Visa,CourantEpargne,72143
1139439643,1621.0 dhs,4/2025,829,American Express,Epargne,834264
6474098449,4210.59 dhs,9/2024,346,Mastercard,Epargne,517518
8959244521,5377.73 dhs,11/2023,909,Mastercard,CourantEpargne,713073
8557784506,8241.71 dhs,5/2030,273,Mastercard,Epargne,227464
3660676569,618.51 dhs,7/2028,165,Visa,Courant,784824
2398516358,5567.07 dhs,11/2029,050,Mastercard,Epargne,586812
4837698509,5550.41 dhs,5/2023,740,Visa,Epargne,901722
0160183726,5112.69 dhs,1/2029,136,Visa,Courant,290325
2301774837,8506.8 dhs,7/2024,715,Visa,Epargne,459677
6679303150,4211.66 dhs,11/2024,698,American Express,CourantEpargne,959387
7937849366,9303.43 dhs,8/2023,415,Visa,Courant,34195
8752940207,6796.28 dhs,11/2030,365,Mastercard,CourantEpargne,227464
1654356711,3226.21 dhs,1/2028,090,Mastercard,Courant,426292
0831055379,1859.98 dhs,12/2023,340,Mastercard,CourantEpargne,635669
4394551435,7415.37 dhs,6/2024,401,Visa,Epargne,274413
2814317313,1606.99 dhs,12/2030,886,Mastercard,Courant,204133
3036756673,379.77 dhs,5/2026,524,Visa,CourantEpargne,285708
2783182439,8965.66 dhs,11/2030,035,Visa,Courant,463818
9557783691,3177.33 dhs,12/2029,412,American Express,CourantEpargne,513460
5926217560,1269.12 dhs,11/2023,347,American Express,Courant,755290
7293861941,822.33 dhs,11/2030,025,Visa,Courant,9174
9617077653,846.39 dhs,6/2025,519,Mastercard,Courant,942456
9091798224,4429.59 dhs,2/2024,276,American Express,Epargne,745966
1835886368,1113.93 dhs,12/2024,234,Visa,Epargne,932672
9405867124,1764.34 dhs,7/2024,281,Mastercard,CourantEpargne,591086
3415468593,8452.89 dhs,10/2025,594,Visa,Epargne,999908
5476615767,3985.72 dhs,9/2027,443,Mastercard,Epargne,987253
3280335864,1769.25 dhs,6/2029,336,Mastercard,CourantEpargne,496032
6925234885,3768.9 dhs,8/2027,925,Visa,Courant,164671
3191657219,3269.61 dhs,6/2029,587,American Express,Courant,213096
2685563348,6393.79 dhs,4/2024,782,Mastercard,Epargne,403522
8409415183,4449.56 dhs,6/2029,655,American Express,CourantEpargne,279018
4647505350,3639.68 dhs,12/2030,460,Visa,CourantEpargne,843014
6570346092,960.63 dhs,1/2026,571,American Express,CourantEpargne,118880
4881652778,2190.96 dhs,11/2028,655,Mastercard,Epargne,606541
2520639380,7901.24 dhs,12/2023,572,American Express,Epargne,332045
1956451604,4212.43 dhs,5/2027,387,American Express,CourantEpargne,258343
3319787730,3774.65 dhs,1/2027,268,Mastercard,Courant,196994
7216789222,8478.01 dhs,7/2026,569,Mastercard,CourantEpargne,168938
1023819943,4712.27 dhs,9/2025,859,American Express,Courant,249607
8158276001,1179.18 dhs,10/2027,318,Mastercard,Epargne,220979
3016536233,8770.68 dhs,9/2030,523,Visa,Courant,332931
5402361889,2838.25 dhs,1/2023,382,American Express,Epargne,142007
7926497711,5081.13 dhs,12/2024,053,Mastercard,Epargne,583005
2410928763,7421.63 dhs,4/2028,493,American Express,CourantEpargne,944559
2803337598,4380.45 dhs,5/2028,063,Mastercard,CourantEpargne,893596
2194338208,8978.33 dhs,2/2027,375,Mastercard,Courant,195230
2144389966,4878.14 dhs,7/2029,644,Visa,CourantEpargne,900327
6605783269,5899.44 dhs,3/2029,935,American Express,Courant,816004
2830975084,4834.52 dhs,3/2027,538,Mastercard,Courant,340805
0994827759,2138.32 dhs,12/2026,784,American Express,Courant,234750
1534227755,6484.98 dhs,12/2025,761,American Express,Epargne,945078
8648205303,2004.36 dhs,2/2030,260,Visa,CourantEpargne,727836
0142443593,8611.24 dhs,12/2030,006,Mastercard,Epargne,564713
7731686258,9624.47 dhs,11/2025,470,American Express,Courant,565693
2451066646,7940.13 dhs,11/2030,934,Visa,Epargne,172898
1947824267,6981.42 dhs,10/2027,745,Visa,Epargne,868177
7087724722,5963.62 dhs,7/2028,109,Mastercard,Courant,597275
3667245405,5306.55 dhs,1/2025,060,Visa,Epargne,660915
6813040676,993.52 dhs,12/2028,747,Visa,CourantEpargne,181347
6373231461,2639.15 dhs,10/2029,342,Visa,Epargne,223601
4075513484,9618.0 dhs,4/2030,990,American Express,Epargne,841121
6581044396,1754.78 dhs,3/2023,172,American Express,Courant,922175
6255375671,813.83 dhs,4/2023,499,Visa,CourantEpargne,112582
2455496979,5680.55 dhs,12/2026,079,Mastercard,Epargne,326766
4021362711,8247.99 dhs,7/2027,176,Visa,Epargne,804179
7566323274,3846.11 dhs,5/2023,111,American Express,Courant,141447
0286336470,4514.95 dhs,6/2025,955,American Express,Epargne,454070
5198189926,7137.84 dhs,5/2029,364,Visa,Epargne,972106
7987910278,9776.55 dhs,9/2029,559,American Express,Courant,405233
7441351899,7890.52 dhs,12/2030,798,American Express,Courant,638622
9389331736,4312.18 dhs,7/2030,331,Mastercard,Courant,524231
7169226525,532.18 dhs,5/2024,226,American Express,CourantEpargne,873524
0048877617,9885.37 dhs,1/2030,466,Visa,Epargne,235742
3450836956,2926.22 dhs,2/2028,630,Mastercard,Courant,472861
5938601131,7221.46 dhs,3/2025,659,American Express,Courant,632588
6290409926,4828.05 dhs,3/2024,922,Visa,Courant,133790
8208591354,6832.78 dhs,11/2029,762,Visa,Courant,111299
2772460892,958.5 dhs,9/2026,615,Visa,Epargne,258927
2443161743,547.5 dhs,7/2029,733,Visa,Courant,38416
2389709349,6331.4 dhs,6/2025,932,Mastercard,Epargne,902138
9584094680,9734.83 dhs,1/2029,349,American Express,CourantEpargne,614750
6256196068,8382.48 dhs,6/2026,893,Visa,Courant,766883
3030231943,3900.42 dhs,5/2027,575,Mastercard,CourantEpargne,567941
4701580179,7765.22 dhs,4/2025,288,Mastercard,CourantEpargne,416870
